Unnamed: 0,Date & Time,Headlines,Author,Vertical,Description
515,"Last Updated: Nov 30, 2016, 10:23 AM IST",Will the govt use proceeds from demonetisation drive to boost crippled housing market?,,Real Estate,"The plan is at an early stage, and the final contours will only be decided once the government has assessed the full fiscal impact of demonetisation."
516,"Last Updated: Jul 11, 2018, 03:03 PM IST",Need to overcome challenges on capability enhancement: Arup Raha,PTI,Defence,He said this during his interaction with Command Staff and Station commanders during his two-day visit to Kerala along with his wife Lily Raha.
517,"Last Updated: Nov 29, 2016, 10:44 PM IST","Demonetisation: Shatrughan Sinha hails PM Narendra Modi, seeks committee under Advani",,Politics,"""It is a bold and timely decision of the PM which is well intended to fight black money,"" Sinha told PTI from Goa."
518,"Last Updated: Nov 29, 2016, 11:11 PM IST",No ground work before announcing demonetisation: Shashi Tharoor,PTI,Politics,The Congress leader alleged Prime Minister Narendra Modi took the decision in zeal but the real ground work which should have been done was missing.
519,"Last Updated: Nov 29, 2016, 11:03 PM IST","Textile machinery industry to touch Rs 35,000 crore in 5 years",PTI,Cons. Products,"Through the event, India ITME Society provides a global platform for exhibitors to showcase their products and disseminate information."
520,"Last Updated: Nov 29, 2016, 10:59 PM IST",UPDATE 1-Soccer-Bulgarian championship results and standings,,Sports,SOCCER-BULGARIA/RESULTS (UPDATE 1):UPDATE 1-Soccer-Bulgarian championship results and standings
521,"Last Updated: Nov 29, 2016, 10:59 PM IST",Monza finally signs new three-year contract,,Sports,MOTOR-F1-MONZA:Monza finally signs new three-year contract
522,"Last Updated: Nov 29, 2016, 10:59 PM IST",Soccer world sends condolences to Brazil's Chapecoense after air crash,,Sports,COLOMBIA-CRASH-SOCCER-REACTION:Soccer world sends condolences to Brazil's Chapecoense after air crash
523,"Last Updated: Nov 29, 2016, 10:59 PM IST",Former British soccer coach charged with sexual assaults on boy,,Sports,BRITAIN-ABUSE-SOCCER-BENNELL:Former British soccer coach charged with sexual assaults on boy
524,"Last Updated: Nov 29, 2016, 11:09 PM IST",UPDATE 1-Former British soccer coach charged with sexual assaults on boy,,Sports,"BRITAIN-ABUSE/SOCCER-BENNELL (UPDATE 1, PIX):UPDATE 1-Former British soccer coach charged with sexual assaults on boy"
525,"Last Updated: Nov 29, 2016, 11:09 PM IST",Colombian club calls for Brazilian rival to be awarded Sudamericana Cup,,Sports,COLOMBIA-CRASH-ATLETICO-CONCESSION:Colombian club calls for Brazilian rival to be awarded Sudamericana Cup
526,"Last Updated: Nov 29, 2016, 11:14 PM IST",Former British soccer coach charged with sexual assaults on boy,,Sports,BRITAIN-ABUSE-SOCCER-BENNELL:Former British soccer coach charged with sexual assaults on boy
527,"Last Updated: Nov 29, 2016, 11:22 PM IST",Catholic Syrian bank seeks nod for stake sale,ET Bureau,Banking/Finance,"CSB which has a network of 430 branches, 240 ATMs across the country is being looked at as a vehicle to expand Watsa's presence in the Indian financial sector."
528,"Last Updated: Nov 29, 2016, 11:24 PM IST",Soccer-Romanian championship preliminary round results and standings,,Sports,SOCCER-ROMANIA/RESULTS:Soccer-Romanian championship preliminary round results and standings
529,"Last Updated: Nov 29, 2016, 11:32 PM IST",Don't judge a book by its cover — or its title,ET Bureau,Panache,"If writers and editors cannot be persuaded to discard their affinity for analogies and metaphors, there should at least be some crash courses on satire"
530,"Last Updated: Nov 29, 2016, 11:58 PM IST",HUL slashes December ad budget as cautious consumers hold back,ET Bureau,Cons. Products,"An FMCG giant is halving its spends on TV commercials as shoppers are staying away, while trucks earlier fully laden, are seeing lower dispatches of goods by shippers"
531,"Last Updated: Nov 30, 2016, 12:00 AM IST","Peeyush Ranjan, former chief technology officer of Flipkart to leave the company",ET Bureau,Startups,Ranjan will join homestay network Airbnb in the United States as vice president of engineering based out of San Francisco.
532,"Last Updated: Nov 30, 2016, 12:04 AM IST",Microfinance firms stop lending in UP on loan waiver rumours,ET Bureau,Startups,Microfinance companies across the country have seen a dip in lending post November 8 when Prime Minister Narendra Modi announced demonetisation.
533,"Last Updated: Nov 30, 2016, 12:06 AM IST",India Inc says business will take a hit due to demonetisation,ET Bureau,Company,"TV Narendran, managing director, Tata Steel felt that the fallout of demonetisation is more a postponement of demand than vanishing of demand."
534,"Last Updated: Nov 30, 2016, 12:15 AM IST",Keeping lawyers in good books,ET Bureau,Politics,A smart Alec said the line was drawn up to keep the otherwise aggressive community from throwing its weight behind those opposing demonetisation.
535,"Last Updated: Nov 30, 2016, 12:16 AM IST",Steep ‘price cut’ for Flipkart as Morgan Stanley mutual fund marks down shares,ET Bureau,Startups,This markdown by Morgan Stanley comes even as the e-tailer braces for the impact of the crackdown on cash transactions.
536,"Last Updated: Nov 30, 2016, 12:16 AM IST",This is one load that transporters don’t want India Inc to lighten,ET Bureau,Transportation,"Bal Malkit Singh, advisor and former president of All India Motor Transport Congress, said the road transport industry is losing revenue of Rs 4,500 crore every day."
537,"Last Updated: Nov 30, 2016, 12:21 AM IST",Government hooked onto hashtags for rural banking push,ET Bureau,Banking/Finance,"RRBs are mostly sponsored by full-service banks at the backend, NPCI is talking to the banks to help their RRBs by sharing the technology with them."
538,"Last Updated: Nov 30, 2016, 12:23 AM IST",Modi government failed in securing borders: Amarinder Singh,PTI,Politics,"Amarinder said the central government had completely ""failed"" to protect the borders, which it had claimed were completely secure in the wake of the surgical strikes two months ago."
539,"Last Updated: Nov 30, 2016, 12:23 AM IST",Rules for cab aggregators by December 15,ET Bureau,Economy,"A committee of state transport ministers and senior government officials has recommended five separate guidelines covering aspects such as maximum fare pricing per km, ride sharing, sa- fety, fuel norms and fare calculation."
540,"Last Updated: Nov 30, 2016, 12:23 AM IST",CERC proposes up to 35% hike in transmission fees,ET Bureau,Energy,The move will hurt large industrial consumers the most as they will not be able to source cheaper power from spot markets or through other short-term arrangements.
541,"Last Updated: Nov 30, 2016, 12:23 AM IST",Indian carriers fail to get commitment on desired slots in Dubai,ET Bureau,Transportation,"In response to a letter by the Indian government seeking commitment on slots, Dubai has said awarding slots are the prerogative of the airport operator and not of the government."
542,"Last Updated: Nov 30, 2016, 12:23 AM IST",DIPP plans to ease arbitration laws for companies,ET Bureau,Economy,"According to a senior official, DIPP has written to the ministry of justice to amend the alternate dispute mechanism under the Arbitration Act to do away with court-led procedures of resolving commercial disputes."
543,"Last Updated: Nov 30, 2016, 12:24 AM IST",Government gives one more chance to black money hoarders,ET Bureau,Economy,Here is what you should do if you have unaccounted cash and deposits in old Rs 500 and Rs 1000 notes.
544,"Last Updated: Nov 30, 2016, 12:24 AM IST",UPDATE 1-Soccer-Italian Cup 4th round results,,Sports,SOCCER-ITALY/CUP-RESULTS (UPDATE 1):UPDATE 1-Soccer-Italian Cup 4th round results
545,"Last Updated: Nov 30, 2016, 08:06 AM IST",Ratan's half brother Noel back in fray for Tata's corner office job,ET Bureau,Company,"Noel, 59, is chairman of Trent, retail arm of the group, having served as its chief executive officer and managing director until August 12, 2010."
546,"Last Updated: Nov 30, 2016, 02:54 PM IST",Associate banks’ merger: SBI must understand the ABCD of customer retention,ET Bureau,Banking/Finance,"SBI fears that depositors in associate banks who are used to communicating with officers in their mother tongue, in whichever corner of the country the branch is, may also leave."
547,"Last Updated: Nov 30, 2016, 12:29 AM IST",Adaptive Indian economy will overcome note ban: Captains of Indian companies,ET Bureau,Economy,"TV Narendran, managing director, Tata Steel felt that the fallout of demonetisation is more a postponement of demand than vanishing of demand."
548,"Last Updated: Nov 30, 2016, 12:29 AM IST",Soccer-Danish championship results and standings,,Sports,SOCCER-DENMARK/RESULTS:Soccer-Danish championship results and standings
549,"Last Updated: Nov 30, 2016, 08:41 AM IST",Malaysia's Axiata looks to sell its 20% stake in Idea Cellular,ET Bureau,Company,"Formerly Telekom Malaysia, Axiata had originally asked Idea’s parent, the Aditya Birla Group, to buy back the holding but was turned down."
550,"Last Updated: Nov 30, 2016, 08:41 AM IST",Axiata may hang up on Idea Cellular stake,ET Bureau,Company,"Formerly Telekom Malaysia, Axiata had originally asked Idea’s parent, the Aditya Birla Group, to buy back the holding but was turned down."
551,"Last Updated: Nov 30, 2016, 12:52 AM IST",Russia dubs Pakistan report on CPEC as propaganda,ET Bureau,International,The issue of Russian role in Af-Pak region would be discussed by senior Russian envoy to Afghanistan Zamir Kabulov in Amritsar.
552,"Last Updated: Nov 30, 2016, 10:39 AM IST",How Greek banker Minos Zombanakis worked to create the Libor math,Bloomberg,International,Zombanakis was one of a small band of international financiers who were opening up the world’s markets to cross-border lending for the first time since the Wall Street crash of 1929.
553,"Last Updated: Nov 30, 2016, 12:44 AM IST","Soccer-Brazilian soccer clubs offer players, assistance to Chapecoense",,Sports,"COLOMBIA-CRASH/BRAZIL-CLUBS:Soccer-Brazilian soccer clubs offer players, assistance to Chapecoense"
554,"Last Updated: Nov 30, 2016, 12:50 AM IST",Ever wondered what happens to demonetised currency? Read to know,ET Bureau,Banking/Finance,"This time most of the newly demonetised currency notes will reach the yards of Western India Plywood (WIPL) on the banks of Valapattanam river in Kannur, Kerala, for pulping."
555,"Last Updated: Nov 30, 2016, 12:49 AM IST",India TV's Rajat Sharma in talks to buy 9X Media,ET Bureau,Media/Entertainment,"Sharma and his wife Ritu Dhawan are the largest shareholders of Independent News Service (INS), which owns the popular Hindi news channel India TV."
556,"Last Updated: Nov 30, 2016, 12:49 AM IST",India TV's Rajat Sharma in talks to buy 9X Media,ET Bureau,Company,"Sharma and his wife Ritu Dhawan are the largest shareholders of Independent News Service (INS), which owns the popular Hindi news channel India TV."
557,"Last Updated: Nov 30, 2016, 12:49 AM IST","Brazilian football clubs offer players, assistance to Chapecoense",,Sports,"COLOMBIA-CRASH-BRAZIL-CLUBS:Brazilian football clubs offer players, assistance to Chapecoense"
558,"Last Updated: Nov 30, 2016, 08:52 AM IST",Indus Towers to invest Rs 100 crore to set up 500 sites,ET Bureau,Economy,The upward trend in revenues is expected to continue for the industry on the back of more tenancies and towers as operators expand 3G and 4G coverage.
559,"Last Updated: Nov 30, 2016, 12:55 AM IST",Industry welcomes MeitY draft policy for software products,ET Bureau,Software,"The policy aims to promote creation of a sustainable software product industry, which is largely being driven by the startup sector."
560,"Last Updated: Nov 30, 2016, 01:04 AM IST",Afghanistan is not land locked: Ambassador Shaida Mohammad Abdali,ET Bureau,Politics,The Afghan government has circulated a draft counter-terror strategy that it hopes will be adopted by 14 stakeholders of Heart of Asia meet.
561,"Last Updated: Nov 30, 2016, 01:03 AM IST",Tata trusts game for U sports’ football plan,ET Bureau,Sports,"Supratik Sen, CEO at U Sports, told ET that the company has identified 35 children from the northeastern states, who will be sent to Germany for training."
562,"Last Updated: Nov 30, 2016, 12:59 AM IST",Online bounty: 15 million Lenovo phones sold on Flipkart,ET Bureau,Hardware,"This helped Lenovo become the largest online seller of smartphones, accounting for a quarter of such sales."
563,"Last Updated: Nov 30, 2016, 01:02 AM IST","Altico Capital, KKR realty to fund township in NCR",ET Bureau,Ind'l Goods/Svs,"Altico Capital has disbursed Rs3,000 crore in loans to the Indian real estate sector since it started operations in 2015."
564,"Last Updated: Nov 30, 2016, 01:07 AM IST",Pilots take on DGCA over 'Draconian' rule,ET Bureau,Transportation,The pilots told ET that the regulator should not make such rules because forcing pilots to fly at the last minute would jeopardise the safety
565,"Last Updated: Nov 30, 2016, 01:15 AM IST",Why are you delaying ad hoc hiring of retired judges? CJI to Government,ET Bureau,Politics,"Judicial sources say some HCs are functioning at less than half their strength. As a result, arrears have shot through the roof."
